"isbn","bookTitle","aliases","authorEditor","language","edition","year","publicationDate","productForm","country","status","administrator","applicationNo","applicationSubmitted","verificationNotes","earmarked","available","used","totalEarmarked","booksSubmitted","booksPending","booksSurrendered","applicationSerialNo","bookSerialNo","sourceRow"
"978-93-340-4678-6","मैथिली नाट्य उत्सव गजेन्द्र ठाकुरक विदेह नाट्य उत्सवमे मंचित नाटक सभक संकलन","","Gajendra Thakur गजेन्द्र ठाकुर","Maithili","2024","2024","2023-01-01","Book","INDIA","Allotted |

Allocation Letter","Gajendra","9192|ISBN|2024|A","2024-04-05","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","157","1","160"
"978-93-340-4637-3","दूषण पञ्जी The Black Book Geneology of Tattvachintamani Karak Gangesa Upadhyaya and others hitherto kept secret","","Gajendra Thakur गजेन्द्र ठाकुर","Maithili","2024","2024","2023-01-01","Book","INDIA","Allotted |

Allocation Letter","Gajendra","9122|ISBN|2024|A","2024-04-05","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","158","1","161"
"978-93-340-4576-5","सहस्रबाढ़नि ​​पहिल मैथिली ग्राफिक उपन्यास","","Gajendra Thakur गजेन्द्र ठाकुर","Maithili","","2024","2024-04-04","Book","INDIA","Allotted |

Allocation Letter","Gajendra","8995|ISBN|2024|A","2024-04-04","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","159","1","162"
"978-93-340-4497-3","विदेह ३९२ मिथिलाक्षर","","Gajendra Thakur गजेन्द्र ठाकुर","Maithili","","2024","2024-04-15","Book","INDIA","Allotted |

Allocation Letter","Gajendra","8826|ISBN|2024|A","2024-04-03","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","160","1","163"
"978-93-340-4253-5","गढ़ नारिकेल","","Gajendra Thakur (गजेन्द्र ठाकुर)","Maithili","2024","2024","2023-12-31","Book","INDIA","Allotted |

Allocation Letter","Gajendra","8371|ISBN|2024|A","2024-03-28","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","161","1","164"
"978-93-340-4034-0","गोंहि सभक बीच जलसमाधि","","Gajendra (गजेन्द्र ठाकुर)","Maithili","2024","2024","2023-01-01","Book","INDIA","Allotted |

Allocation Letter","Gajendra","7981|ISBN|2024|A","2024-03-22","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","162","1","165"
"978-93-340-3976-4","स्वप्न मे मिज्झर होइत (पद्य संग्रह)","","Gajendra Thakur (गजेन्द्र ठाकुर)","Maithili","2024","2024","2023-01-01","Book","INDIA","Allotted |

Allocation Letter","Gajendra","7877|ISBN|2024|A","2024-03-21","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","163","1","166"
"978-93-340-3923-8","विदेह सदेह ३६","","Gajendra Thakur (गजेन्द्र ठाकुर)","Maithili","2024","2024","2022-01-01","Book","INDIA","Allotted |

Allocation Letter","Gajendra","7780|ISBN|2024|A","2024-03-20","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","164","1","167"
"978-93-340-3822-4","विदेह लक्ष्मण झा 'सागर' विशेषांक","","Gajendra Thakur (गजेन्द्र ठाकुर)","Maithili","2024","2024","2023-11-15","Book","INDIA","Allotted |

Allocation Letter","Gajendra","7609|ISBN|2024|A","2024-03-19","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","165","1","168"
"978-93-340-3658-9","विदेह मिथिला स्टूडेण्ट यूनियन (एम.एस.यू.) विशेषांक","","Gajendra (गजेन्द्र ठाकुर)","Maithili","2024","2024","2023-06-01","Book","INDIA","Allotted |

Allocation Letter","Gajendra","7303|ISBN|2024|A","2024-03-15","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","166","1","169"
"978-93-340-3581-0","विदेह राम भरोस कापड़ि 'भ्रमर' विशेषांक","","Gajendra (गजेन्द्र ठाकुर)","Maithili","2024","2024","2023-05-15","Book","INDIA","Allotted |

Allocation Letter","Gajendra","7183|ISBN|2024|A","2024-03-14","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","167","1","170"
"978-93-340-3482-0","विदेह कला-विमर्श विशेषांक (सन्दर्भ- संजू दास, कृष्ण कुमार कश्यप, शशिबाला, एस.सी.सुमन आ श्वेता झा चौधरी)","","Gajendra (गजेन्द्र ठाकुर)","Maithili","2024","2024","2023-04-15","Book","INDIA","Allotted |

Allocation Letter","Gajendra","7022|ISBN|2024|A","2024-03-13","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","168","1","171"
"978-93-340-3370-0","मैथिली समीक्षाशास्त्र (देवनागरी)","","Gajendra (गजेन्द्र ठाकुर)","Maithili","2024","2024","2024-03-12","Book","INDIA","Allotted |

Allocation Letter","Gajendra","6778|ISBN|2024|A","2024-03-11","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","169","1","172"
"978-93-340-3127-0","नित नवल दिनेश कुमार मिश्र","","Gajendra (गजेन्द्र ठाकुर)","Maithili","","2024","2024-03-07","Book","INDIA","Allotted |

Allocation Letter","Gajendra","6356|ISBN|2024|A","2024-03-06","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","170","1","173"
"978-93-340-2974-1","नित नवल सुशील","","Gajendra (गजेन्द्र ठाकुर)","Maithili","","2024","2024-03-05","Book","INDIA","Allotted |

Allocation Letter","Gajendra","6085|ISBN|2024|A","2024-03-04","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","171","1","174"
"978-93-340-2847-8","विदेह शरदिन्दु चौधरी विशेषांक","","Gajendra (गजेन्द्र ठाकुर)","Maithili","2023","2024","2022-09-15","Book","INDIA","Allotted |

Allocation Letter","Gajendra","5782|ISBN|2024|A","2024-02-29","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","172","1","175"
"978-93-340-2694-8","विदेह प्रेमलता मिश्र 'प्रेम' विशेषांक","","Gajendra","Maithili","2023","2024","2022-09-01","Book","INDIA","Allotted |

Allocation Letter","Gajendra","5595|ISBN|2024|A","2024-02-27","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","173","1","176"
"978-93-340-2504-0","मैथिली समीक्षाशास्त्र (तिरहुता)","","Gajendra","Maithili","2023","2024","2022-12-31","Book","INDIA","Allotted |

Allocation Letter","Gajendra","5277|ISBN|2024|A","2024-02-23","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","174","1","177"
"978-93-340-2393-0","मैथिली समीक्षाशास्त्र (भाग-२, अनुप्रयोग)","","Gajendra","Maithili","2023","2024","2023-01-01","Book","INDIA","Allotted |

Allocation Letter","Gajendra","5085|ISBN|2024|A","2024-02-22","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","175","1","178"
"978-93-340-2331-2","पर्वत ऊपर भमरा जे सूतल","","Gajendra","Maithili","2023","2024","2023-01-01","Book","INDIA","Allotted |

Allocation Letter","Gajendra","4991|ISBN|2024|A","2024-02-21","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","176","1","179"
"978-93-340-2186-8","नित नवल सुभाष चन्द्र यादव","","Gajendra","Maithili","2023","2024","2022-12-31","Book","INDIA","Allotted |

Allocation Letter","Gajendra","4687|ISBN|2024|A","2024-02-19","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","177","1","180"
"978-93-340-2015-1","विदेह केदार नाथ चौधरी विशेषांक","","Gajendra","Maithili","2023","2024","2022-08-15","Book","INDIA","Allotted |

Allocation Letter","Gajendra","4374|ISBN|2024|A","2024-02-15","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","178","1","181"
"978-93-340-1878-3","विदेह रवीन्द्र नाथ ठाकुर विशेषांक","","Gajendra","Maithili","2023","2024","2022-06-15","Book","INDIA","Allotted |

Allocation Letter","Gajendra","4130|ISBN|2024|A","2024-02-13","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","179","1","182"
"978-93-340-1726-7","शहस्रशीर्षा (उपन्यास)","","Gajendra","Maithili","2023","2024","2010-01-01","Book","INDIA","Allotted |

Allocation Letter","Gajendra","3868|ISBN|2024|A","2024-02-09","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","180","1","183"
"978-93-340-1588-1","विदेह राजनन्दन लाल दास विशेषांक","","Gajendra","Maithili","2023","2024","2021-11-01","Book","INDIA","Allotted |

Allocation Letter","Gajendra","3601|ISBN|2024|A","2024-02-07","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","181","1","184"
"978-93-340-1427-3","विदेह जगदीश चन्द्र ठाकुर ’अनिल’ विशेषांक","","Gajendra","Maithili","2023","2024","2015-12-01","Book","INDIA","Allotted |

Allocation Letter","Gajendra","3299|ISBN|2024|A","2024-02-05","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","182","1","185"
"978-93-340-1233-0","विदेह अरविन्द ठाकुर विशेषांक","","Gajendra","Maithili","2023","2024","2015-11-01","Book","INDIA","Allotted |

Allocation Letter","Gajendra","2975|ISBN|2024|A","2024-02-01","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","183","1","186"
"978-93-340-0956-9","Preeti Karan Setu Banhal","","Gajendra","Maithili","2024","2024","2024-01-29","Book","INDIA","Allotted |

Allocation Letter","Gajendra","2509|ISBN|2024|A","2024-01-27","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","184","1","187"
"978-93-5980-148-3","विदेह रचनाकार अशोक विशेषांक","","Gajendra","Maithili","","2023","2023-08-28","Book","INDIA","Allotted |

Allocation Letter","Gajendra","16607|ISBN|2023|A","2023-08-25","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","187","1","188"
"978-93-5967-988-4","विदेह रामलोचन ठाकुर विशेषांक","","Gajendra","Maithili","","2023","2023-08-23","Book","INDIA","Allotted |

Allocation Letter","Gajendra","16143|ISBN|2023|A","2023-08-21","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","188","1","189"
"978-93-5890-150-4","गद्य पद्य भारती अनुवाद खण्ड 2 विदेह सदेह 37","Gadya Padya Bharti 2 | Videha Sadeha 37","Kumari Prity","Maithili","","2026","2026-04-18","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","16665|ISBN|2026|A","2026-04-15","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","1","1","190"
"978-93-5717-358-2","सेतुषाम","","Kumari Prity","Maithili","","2026","2026-02-09","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","6613|ISBN|2026|A","2026-02-09","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","3","1","191"
"978-93-343-0312-4","विदेह मैथिली ई पत्रिका अंक ९२","","Kumari Prity प्रीति ठाकुर","Maithili","","2025","2011-10-15","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","16640|ISBN|2025|A","2025-05-16","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","4","1","192"
"978-93-342-9825-3","विदेह मैथिली ई पत्रिका अंक ४१९ मिथिलाक्षर","","Kumari Prity प्रीति ठाकुर","Maithili","","2025","2025-06-01","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","16097|ISBN|2025|A","2025-05-13","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","5","1","193"
"978-93-342-9656-3","विदेह मैथिली ई पत्रिका अंक ९०","","Kumari Prity प्रीति ठाकुर","Maithili","","2025","2011-09-15","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","15765|ISBN|2025|A","2025-05-09","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","6","1","194"
"978-93-342-8857-5","विदेह मैथिली पत्रिका अंक ८८","","Kumari Prity","Maithili","","2025","2011-08-15","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","14521|ISBN|2025|A","2025-04-29","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","7","1","195"
"978-93-342-8356-3","विदेह मैथिली ई पत्रिका अंक ४१८ मिथिलाक्षर","","Kumari Prity प्रीति ठाकुर","Maithili","","2025","2025-05-15","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","13748|ISBN|2025|A","2025-04-22","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","8","1","196"
"978-93-342-8248-1","विदेह मैथिली ई पत्रिका अंक ४१७ मिथिलाक्षर","","Kumari Prity प्रीति ठाकुर","Maithili","","2025","2025-05-01","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","13589|ISBN|2025|A","2025-04-21","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","9","1","197"
"978-93-342-7496-7","विदेह मैथिली ई पत्रिका अंक 86","","Kumari Prity Preeti Thakur प्रीति ठाकुर","Maithili","","2025","2011-07-15","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","12526|ISBN|2025|A","2025-04-10","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","10","1","198"
"978-93-342-7382-3","विदेह मैथिली ई पत्रिका अंक ८४","","Kumari Prity प्रीति ठाकुर","Maithili","","2025","2011-06-15","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","12343|ISBN|2025|A","2025-04-09","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","11","1","199"
"978-93-342-7214-7","विदेह मैथिली ई पत्रिका अंक 416 मिथिलाक्षर","","Kumari Prity प्रीति ठाकुर","Maithili","","2025","2025-04-15","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","12123|ISBN|2025|A","2025-04-07","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","12","1","200"
"978-93-342-5297-2","विदेह मैथिली ई पत्रिका अंक 415 मिथिलाक्षर","","Kumari Prity Preeti Thakur प्रीति ठाकुर","Maithili","","2025","2025-04-01","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","9134|ISBN|2025|A","2025-03-13","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","13","1","201"
"978-93-342-5089-3","विदेह मैथिली ई पत्रिका अंक 82","","Kumari Prity Preeti Thakur प्रीति ठाकुर","Maithili","","2025","2011-03-15","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","8751|ISBN|2025|A","2025-03-11","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","14","1","202"
"978-93-342-4748-0","विदेह मैथिली ई पत्रिका अंक 414 मिथिलाक्षर","","Kumari Prity Preeti Thakur प्रीति ठाकुर","Maithili","","2025","2025-03-15","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","8032|ISBN|2025|A","2025-03-05","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","15","1","203"
"978-93-342-4373-4","विदेह मैथिली ई पत्रिका अंक ८१","","Kumari Prity प्रीति ठाकुर","Maithili","","2025","2011-05-01","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","7590|ISBN|2025|A","2025-03-01","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","16","1","204"
"978-93-342-3973-7","विदेह मैथिली ई पत्रिका अंक 79","","Kumari Prity Preeti Thakur प्रीति ठाकुर","Maithili","","2025","2011-04-01","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","6975|ISBN|2025|A","2025-02-24","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","17","1","205"
"978-93-342-3911-9","विदेह मैथिली ई पत्रिका अंक 413 मिथिलाक्षर","","Kumari Prity Preeti Thakur प्रीति ठाकुर","Maithili","","2025","2025-03-01","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","6724|ISBN|2025|A","2025-02-21","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","18","1","206"
"978-93-342-3466-4","विदेह मैथिली ई पत्रिका अंक 77","","Kumari Prity Preeti Thakur प्रीति ठाकुर","Maithili","","2025","2011-03-01","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","5934|ISBN|2025|A","2025-02-14","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","19","1","207"
"978-93-342-3238-7","विदेह मैथिली ई पत्रिका अंक 76","","Kumari Prity Preeti Thakur प्रीति ठाकुर","Maithili","","2025","2011-02-15","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","5904|ISBN|2025|A","2025-02-14","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","20","1","208"
"978-93-342-3049-9","विदेह मैथिली ई पत्रिका अंक 74","","Kumari Prity Preeti Thakur प्रीति ठाकुर","Maithili","","2025","2011-01-15","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","5669|ISBN|2025|A","2025-02-13","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","21","1","209"
"978-93-342-3020-8","विदेह मैथिली ई पत्रिका अंक ७२","","Kumari Prity Preeti Thakur प्रीति ठाकुर","Maithili","","2025","2010-12-15","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","5474|ISBN|2025|A","2025-02-12","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","22","1","210"
"978-93-342-2781-9","विदेह मैथिली ई पत्रिका अंक 70","","Kumari Prity Preeti Thakur प्रीति ठाकुर","Maithili","","2025","2010-11-15","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","5177|ISBN|2025|A","2025-02-11","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","23","1","211"
"978-93-342-2215-9","विदेह मैथिली ई पत्रिका अंक 68","","Kumari Prity Preeti Thakur प्रीति ठाकुर","Maithili","","2025","2010-10-15","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","4418|ISBN|2025|A","2025-02-05","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","24","1","212"
"978-93-342-2188-6","विदेह मैथिली ई पत्रिका अंक 412 मिथिलाक्षर","","Kumari Prity Preeti Thakur प्रीति ठाकुर","Maithili","","2025","2025-02-15","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","4206|ISBN|2025|A","2025-02-03","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","25","1","213"
"978-93-342-1782-7","विदेह मैथिली ई पत्रिका अंक 65","","Kumari Prity Preeti Thakur प्रीति ठाकुर","Maithili","","2025","2010-09-01","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","3721|ISBN|2025|A","2025-01-30","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","26","1","214"
"978-93-342-1502-1","विदेह मैथिली ई पत्रिका अंक 411 मिथिलाक्षर","","Kumari Prity Preeti Thakur","Maithili","","2025","2025-02-01","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","2779|ISBN|2025|A","2025-01-22","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","27","1","215"
"978-93-342-0614-2","विदेह मैथिली ई पत्रिका अंक 64","","Kumari Prity प्रीति ठाकुर","Maithili","","2025","2010-08-15","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","1876|ISBN|2025|A","2025-01-15","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","28","1","216"
"978-93-342-0226-7","विदेह मैथिली ई पत्रिका अंक ४१० मिथिलाक्षर","","Kumari Prity Preeti Thakur प्रीति ठाकुर","Maithili","","2025","2025-01-15","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","1049|ISBN|2025|A","2025-01-08","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","29","1","217"
"978-93-341-9762-4","विदेह मैथिली ई पत्रिका अंक भाग 62","","Kumari Prity Preeti Thakur प्रीति ठाकुर","Maithili","","2025","2010-07-15","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","285|ISBN|2025|A","2025-01-02","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","30","1","218"
"978-93-341-9575-0","विदेह मैथिली ई पत्रिका अंक 60","","Kumari Prity Preeti Thakur प्रीति ठाकुर","Maithili","","2025","2010-06-01","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","39766|ISBN|2024|A","2024-12-31","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","31","1","219"
"978-93-341-9186-8","विदेह मैथिली ई पत्रिका अंक ५७","","Kumari Prity Preeti Thakur प्रीति ठाकुर","Maithili","","2024","2010-05-01","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","39026|ISBN|2024|A","2024-12-24","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","32","1","220"
"978-93-341-8892-9","विदेह मैथिली ई पत्रिका अंक ४०९ मिथिलाक्षर","","Kumari Prity Preeti Thakur प्रीति ठाकुर","Maithili","","2024","2025-01-01","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","38496|ISBN|2024|A","2024-12-19","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","33","1","221"
"978-93-341-8609-3","विदेह मैथिली ई पत्रिका अंक 56","","Kumari Prity प्रीति ठाकुर Preeti Thakur","Maithili","","2024","2010-04-15","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","37962|ISBN|2024|A","2024-12-15","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","34","1","222"
"978-93-341-7964-4","विदेह मैथिली ई पत्रिका अंक ५४","","Kumari Prity Preeti Thakur प्रीति ठाकुर","Maithili","","2024","2010-03-15","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","36765|ISBN|2024|A","2024-12-06","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","35","1","223"
"978-93-341-7201-0","विदेह मैथिली ई पत्रिका अंक 52","","Kumari Prity Preeti Thakur प्रीति ठाकुर","Maithili","","2024","2010-02-15","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","35362|ISBN|2024|A","2024-11-25","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","36","1","224"
"978-93-341-6987-4","विदेह मैथिली ई पत्रिका अंक 50","","Kumari Prity Preeti Thakur प्रीति ठाकुर","Maithili","","2024","2010-01-15","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","35005|ISBN|2024|A","2024-11-21","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","37","1","225"
"978-93-341-6722-1","विदेह मैथिली ई पत्रिका अंक 407 मिथिलाक्षर","","Kumari Prity Preeti Thakur प्रीति ठाकुर","Maithili","","2024","2024-12-01","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","34458|ISBN|2024|A","2024-11-18","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","38","1","226"
"978-93-341-6390-2","विदेह मैथिली ई पत्रिका अंक 49","","Kumari Prity Preeti Thakur प्रीति ठाकुर","Maithili","","2024","2024-11-15","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","33937|ISBN|2024|A","2024-11-12","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","39","1","227"
"978-93-341-6196-0","विदेह मैथिली ई पत्रिका अंक 406 मिथिलाक्षर","","Kumari Prity Preeti Thakur","Maithili","","2024","2024-11-15","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","33492|ISBN|2024|A","2024-11-08","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","40","1","228"
"978-93-341-5973-8","विदेह मैथिली ई पत्रिका अंक ४०५ -हितनाथ झा- विशेषांक (मिथिलाक्षर)","","Kumari Prity Preeti Thakur प्रीति ठाकुर","Maithili","","2024","2024-11-01","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","33041|ISBN|2024|A","2024-11-05","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","41","1","229"
"978-93-341-5736-9","विदेह मैथिली ई पत्रिका अंक 46","","Kumari Prity Preeti Thakur प्रीति ठाकुर","Maithili","","2024","2009-11-15","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","32609|ISBN|2024|A","2024-10-30","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","42","1","230"
